ID,Class
0,siren
1,street_music
2,drilling
3,siren
4,dog_bark
6,children_playing
10,street_music
11,drilling
15,dog_bark
17,engine_idling
18,siren
20,engine_idling
22,air_conditioner
24,air_conditioner
26,engine_idling
27,siren
32,children_playing
33,jackhammer
36,siren
37,jackhammer
38,street_music
40,jackhammer
42,engine_idling
43,siren
44,children_playing
45,jackhammer
46,engine_idling
47,air_conditioner
49,drilling
50,siren
54,children_playing
56,children_playing
60,siren
63,drilling
65,street_music
66,jackhammer
67,children_playing
68,dog_bark
71,dog_bark
72,street_music
74,street_music
76,jackhammer
77,air_conditioner
79,jackhammer
81,jackhammer
82,street_music
84,street_music
87,children_playing
88,car_horn
90,siren
91,jackhammer
92,siren
93,street_music
97,dog_bark
99,jackhammer
100,air_conditioner
103,air_conditioner
104,jackhammer
105,street_music
113,street_music
114,air_conditioner
117,engine_idling
118,street_music
119,drilling
120,street_music
121,jackhammer
125,engine_idling
128,jackhammer
132,street_music
134,children_playing
135,engine_idling
136,drilling
138,drilling
140,jackhammer
142,jackhammer
146,drilling
149,siren
152,children_playing
153,jackhammer
159,siren
160,dog_bark
162,siren
164,dog_bark
165,air_conditioner
167,dog_bark
170,dog_bark
171,engine_idling
172,children_playing
176,car_horn
178,jackhammer
182,siren
184,jackhammer
185,street_music
186,engine_idling
187,drilling
188,engine_idling
189,children_playing
192,air_conditioner
193,air_conditioner
197,children_playing
200,jackhammer
208,drilling
211,siren
212,engine_idling
213,siren
214,street_music
216,drilling
217,dog_bark
219,drilling
221,dog_bark
222,jackhammer
223,children_playing
224,dog_bark
226,air_conditioner
227,engine_idling
228,engine_idling
229,children_playing
230,street_music
232,jackhammer
233,children_playing
235,engine_idling
239,drilling
242,engine_idling
245,dog_bark
246,siren
247,street_music
248,siren
249,siren
250,children_playing
251,jackhammer
252,dog_bark
253,siren
255,children_playing
258,jackhammer
260,children_playing
263,jackhammer
264,air_conditioner
269,jackhammer
270,drilling
271,drilling
275,jackhammer
276,dog_bark
277,children_playing
278,jackhammer
280,street_music
282,street_music
286,siren
288,engine_idling
299,children_playing
301,children_playing
303,drilling
304,dog_bark
305,children_playing
306,children_playing
307,drilling
308,street_music
309,siren
310,street_music
312,air_conditioner
314,street_music
315,jackhammer
317,street_music
318,car_horn
319,street_music
322,siren
323,jackhammer
324,air_conditioner
326,jackhammer
328,air_conditioner
329,car_horn
330,street_music
331,dog_bark
332,children_playing
333,drilling
334,jackhammer
335,air_conditioner
336,drilling
337,dog_bark
338,dog_bark
339,street_music
342,children_playing
343,siren
346,car_horn
347,siren
348,children_playing
350,air_conditioner
352,engine_idling
354,street_music
356,dog_bark
357,drilling
358,siren
359,air_conditioner
360,children_playing
361,children_playing
363,jackhammer
366,engine_idling
368,engine_idling
369,jackhammer
371,siren
372,children_playing
377,car_horn
378,jackhammer
380,drilling
381,jackhammer
382,engine_idling
385,siren
386,engine_idling
388,siren
391,siren
392,street_music
394,street_music
395,street_music
396,siren
397,siren
400,air_conditioner
401,children_playing
402,jackhammer
406,air_conditioner
407,air_conditioner
410,air_conditioner
411,children_playing
412,engine_idling
413,dog_bark
414,jackhammer
417,jackhammer
419,car_horn
423,children_playing
425,air_conditioner
426,dog_bark
427,siren
428,drilling
429,air_conditioner
430,siren
435,street_music
436,air_conditioner
437,engine_idling
438,children_playing
440,children_playing
442,dog_bark
444,car_horn
445,jackhammer
446,siren
447,engine_idling
449,dog_bark
450,street_music
452,jackhammer
453,dog_bark
454,street_music
455,siren
459,engine_idling
461,drilling
462,air_conditioner
464,street_music
467,siren
468,siren
470,drilling
471,air_conditioner
473,children_playing
475,dog_bark
479,street_music
480,air_conditioner
482,dog_bark
484,children_playing
485,children_playing
486,engine_idling
488,car_horn
489,children_playing
491,jackhammer
493,car_horn
495,street_music
497,drilling
498,street_music
501,jackhammer
506,drilling
509,children_playing
511,children_playing
512,engine_idling
515,street_music
516,dog_bark
519,engine_idling
520,siren
522,children_playing
524,siren
525,children_playing
527,street_music
532,siren
533,drilling
534,air_conditioner
538,street_music
540,dog_bark
542,air_conditioner
543,engine_idling
544,engine_idling
547,street_music
549,street_music
551,car_horn
554,drilling
555,engine_idling
556,jackhammer
557,air_conditioner
559,engine_idling
560,children_playing
561,air_conditioner
562,siren
564,dog_bark
565,children_playing
566,children_playing
567,air_conditioner
568,drilling
569,jackhammer
572,children_playing
575,siren
576,street_music
578,drilling
579,siren
580,street_music
583,dog_bark
584,gun_shot
585,siren
586,engine_idling
587,engine_idling
589,dog_bark
590,street_music
593,children_playing
594,street_music
597,jackhammer
598,siren
600,street_music
603,street_music
604,dog_bark
606,children_playing
610,children_playing
612,drilling
613,siren
614,jackhammer
615,children_playing
619,street_music
620,children_playing
621,street_music
622,dog_bark
623,engine_idling
624,dog_bark
629,siren
630,dog_bark
631,engine_idling
633,engine_idling
635,drilling
636,children_playing
639,drilling
642,street_music
643,siren
645,car_horn
646,street_music
648,street_music
651,siren
652,car_horn
654,siren
655,jackhammer
656,children_playing
657,air_conditioner
659,air_conditioner
660,drilling
661,engine_idling
662,children_playing
663,siren
664,jackhammer
665,air_conditioner
666,engine_idling
669,siren
670,street_music
671,dog_bark
673,dog_bark
676,jackhammer
677,drilling
679,engine_idling
683,siren
684,drilling
685,engine_idling
686,siren
687,siren
688,drilling
689,air_conditioner
690,street_music
691,engine_idling
692,children_playing
693,air_conditioner
694,engine_idling
695,street_music
697,air_conditioner
698,children_playing
699,street_music
702,jackhammer
703,street_music
704,street_music
705,drilling
710,street_music
712,children_playing
713,drilling
714,engine_idling
717,children_playing
719,jackhammer
720,jackhammer
722,children_playing
726,children_playing
727,street_music
728,siren
729,street_music
730,jackhammer
733,dog_bark
734,drilling
735,jackhammer
737,siren
738,engine_idling
739,dog_bark
740,jackhammer
742,siren
744,street_music
746,air_conditioner
748,street_music
749,engine_idling
750,jackhammer
751,jackhammer
753,street_music
754,drilling
755,jackhammer
757,siren
758,street_music
760,children_playing
761,siren
764,dog_bark
765,air_conditioner
766,jackhammer
770,air_conditioner
771,street_music
772,dog_bark
773,air_conditioner
776,air_conditioner
778,dog_bark
780,air_conditioner
783,dog_bark
784,children_playing
787,jackhammer
790,gun_shot
791,street_music
792,street_music
796,dog_bark
798,street_music
799,children_playing
801,drilling
802,air_conditioner
803,drilling
811,air_conditioner
812,dog_bark
813,street_music
816,air_conditioner
819,air_conditioner
820,engine_idling
821,children_playing
824,car_horn
825,jackhammer
826,engine_idling
829,air_conditioner
830,street_music
832,engine_idling
833,children_playing
834,engine_idling
835,siren
838,engine_idling
839,drilling
840,drilling
841,dog_bark
843,siren
845,engine_idling
848,car_horn
849,street_music
850,siren
851,drilling
853,children_playing
855,air_conditioner
857,dog_bark
858,engine_idling
859,street_music
860,engine_idling
863,jackhammer
864,car_horn
865,engine_idling
867,air_conditioner
868,siren
869,engine_idling
870,air_conditioner
871,street_music
872,engine_idling
874,children_playing
875,jackhammer
876,engine_idling
878,dog_bark
881,children_playing
882,car_horn
883,engine_idling
885,jackhammer
892,car_horn
893,children_playing
894,engine_idling
896,engine_idling
898,drilling
899,siren
900,air_conditioner
901,dog_bark
904,dog_bark
905,dog_bark
907,car_horn
911,dog_bark
912,siren
913,jackhammer
914,car_horn
915,dog_bark
916,engine_idling
919,drilling
921,street_music
922,siren
923,siren
925,street_music
926,street_music
927,car_horn
928,car_horn
929,dog_bark
932,engine_idling
933,engine_idling
937,engine_idling
938,street_music
943,siren
946,street_music
948,drilling
953,street_music
955,engine_idling
956,jackhammer
957,children_playing
959,drilling
965,air_conditioner
971,jackhammer
972,engine_idling
973,children_playing
977,siren
978,children_playing
985,air_conditioner
987,siren
990,drilling
991,street_music
995,drilling
996,street_music
1000,street_music
1001,air_conditioner
1003,dog_bark
1004,air_conditioner
1006,jackhammer
1007,car_horn
1015,street_music
1017,siren
1018,street_music
1021,dog_bark
1022,children_playing
1024,children_playing
1025,jackhammer
1027,children_playing
1028,engine_idling
1029,street_music
1030,jackhammer
1032,street_music
1036,engine_idling
1040,children_playing
1042,jackhammer
1043,air_conditioner
1044,street_music
1045,engine_idling
1047,car_horn
1048,air_conditioner
1049,drilling
1051,children_playing
1052,drilling
1054,children_playing
1056,children_playing
1058,jackhammer
1061,street_music
1063,air_conditioner
1066,air_conditioner
1068,siren
1069,siren
1070,engine_idling
1071,drilling
1072,children_playing
1074,engine_idling
1076,dog_bark
1077,engine_idling
1078,car_horn
1079,engine_idling
1080,street_music
1083,street_music
1085,engine_idling
1087,air_conditioner
1088,air_conditioner
1089,air_conditioner
1090,jackhammer
1091,street_music
1092,children_playing
1096,air_conditioner
1098,children_playing
1100,air_conditioner
1105,car_horn
1106,children_playing
1112,street_music
1113,drilling
1115,air_conditioner
1116,siren
1118,dog_bark
1119,siren
1120,dog_bark
1126,air_conditioner
1129,street_music
1131,engine_idling
1133,street_music
1134,street_music
1137,air_conditioner
1139,engine_idling
1143,street_music
1145,jackhammer
1147,children_playing
1148,engine_idling
1149,drilling
1150,drilling
1151,children_playing
1152,jackhammer
1156,children_playing
1157,siren
1158,air_conditioner
1162,air_conditioner
1168,air_conditioner
1174,car_horn
1175,jackhammer
1176,jackhammer
1180,car_horn
1181,children_playing
1183,jackhammer
1187,drilling
1188,jackhammer
1191,street_music
1195,engine_idling
1200,street_music
1203,air_conditioner
1206,children_playing
1209,children_playing
1214,street_music
1217,street_music
1218,siren
1224,siren
1226,siren
1230,drilling
1232,air_conditioner
1235,jackhammer
1236,siren
1237,air_conditioner
1240,drilling
1241,siren
1242,siren
1245,air_conditioner
1248,drilling
1251,siren
1255,engine_idling
1256,air_conditioner
1257,street_music
1259,air_conditioner
1261,drilling
1262,children_playing
1265,dog_bark
1267,air_conditioner
1269,siren
1270,street_music
1271,jackhammer
1272,engine_idling
1275,engine_idling
1277,children_playing
1278,children_playing
1279,air_conditioner
1287,dog_bark
1289,children_playing
1292,air_conditioner
1294,siren
1295,siren
1296,siren
1297,street_music
1298,children_playing
1300,drilling
1301,street_music
1302,drilling
1303,car_horn
1305,siren
1306,jackhammer
1308,street_music
1310,engine_idling
1311,children_playing
1312,engine_idling
1316,street_music
1317,jackhammer
1318,jackhammer
1321,jackhammer
1322,drilling
1323,jackhammer
1326,air_conditioner
1327,air_conditioner
1328,drilling
1329,engine_idling
1330,siren
1332,siren
1334,jackhammer
1335,engine_idling
1338,street_music
1339,street_music
1346,drilling
1347,jackhammer
1349,jackhammer
1351,engine_idling
1352,dog_bark
1355,street_music
1356,air_conditioner
1357,jackhammer
1358,engine_idling
1361,dog_bark
1363,engine_idling
1365,siren
1366,street_music
1367,jackhammer
1370,drilling
1371,air_conditioner
1377,engine_idling
1378,children_playing
1380,car_horn
1381,drilling
1384,street_music
1385,air_conditioner
1386,car_horn
1388,jackhammer
1390,dog_bark
1393,engine_idling
1394,drilling
1396,drilling
1398,dog_bark
1399,engine_idling
1404,siren
1405,street_music
1409,air_conditioner
1412,jackhammer
1414,engine_idling
1415,children_playing
1419,street_music
1423,siren
1428,jackhammer
1432,drilling
1435,car_horn
1436,drilling
1444,engine_idling
1446,drilling
1448,drilling
1449,engine_idling
1450,air_conditioner
1452,jackhammer
1454,siren
1458,dog_bark
1460,engine_idling
1461,engine_idling
1462,street_music
1467,engine_idling
1469,drilling
1470,drilling
1472,drilling
1473,jackhammer
1475,drilling
1478,siren
1479,street_music
1480,children_playing
1481,dog_bark
1483,engine_idling
1485,children_playing
1492,dog_bark
1493,children_playing
1497,children_playing
1498,children_playing
1500,engine_idling
1503,siren
1506,jackhammer
1510,children_playing
1512,drilling
1515,dog_bark
1517,children_playing
1518,street_music
1523,street_music
1527,siren
1528,dog_bark
1529,street_music
1530,street_music
1531,air_conditioner
1532,siren
1534,jackhammer
1536,street_music
1537,dog_bark
1540,siren
1542,street_music
1546,air_conditioner
1547,air_conditioner
1548,air_conditioner
1549,children_playing
1550,car_horn
1552,dog_bark
1554,air_conditioner
1555,engine_idling
1556,jackhammer
1558,jackhammer
1560,street_music
1561,engine_idling
1562,children_playing
1563,street_music
1565,engine_idling
1567,jackhammer
1569,drilling
1570,engine_idling
1571,street_music
1573,air_conditioner
1574,jackhammer
1578,siren
1579,air_conditioner
1584,street_music
1586,drilling
1589,siren
1591,street_music
1593,drilling
1597,jackhammer
1598,jackhammer
1599,siren
1601,jackhammer
1602,engine_idling
1603,street_music
1604,car_horn
1605,jackhammer
1606,car_horn
1607,jackhammer
1608,drilling
1612,jackhammer
1613,drilling
1614,air_conditioner
1615,car_horn
1616,siren
1618,drilling
1621,engine_idling
1623,siren
1626,engine_idling
1628,jackhammer
1629,drilling
1630,air_conditioner
1632,street_music
1633,children_playing
1634,street_music
1635,air_conditioner
1636,jackhammer
1639,jackhammer
1640,jackhammer
1647,jackhammer
1648,jackhammer
1651,street_music
1652,dog_bark
1660,drilling
1661,air_conditioner
1664,drilling
1666,drilling
1669,drilling
1672,siren
1674,jackhammer
1675,children_playing
1678,jackhammer
1680,siren
1681,jackhammer
1686,air_conditioner
1687,dog_bark
1688,street_music
1689,street_music
1690,jackhammer
1695,engine_idling
1697,engine_idling
1699,children_playing
1701,jackhammer
1702,dog_bark
1703,siren
1704,jackhammer
1705,air_conditioner
1706,engine_idling
1708,jackhammer
1711,engine_idling
1714,air_conditioner
1715,street_music
1716,street_music
1718,street_music
1719,siren
1722,drilling
1724,street_music
1725,drilling
1728,dog_bark
1729,dog_bark
1730,engine_idling
1731,street_music
1734,children_playing
1736,children_playing
1737,children_playing
1738,drilling
1739,engine_idling
1741,children_playing
1744,engine_idling
1745,street_music
1746,siren
1748,street_music
1749,siren
1750,air_conditioner
1751,drilling
1754,car_horn
1755,car_horn
1760,air_conditioner
1761,drilling
1763,air_conditioner
1765,dog_bark
1766,air_conditioner
1769,siren
1773,air_conditioner
1776,jackhammer
1779,siren
1780,street_music
1782,children_playing
1783,children_playing
1786,engine_idling
1787,air_conditioner
1789,dog_bark
1791,street_music
1792,drilling
1795,street_music
1796,air_conditioner
1800,air_conditioner
1801,street_music
1802,jackhammer
1803,drilling
1807,dog_bark
1808,engine_idling
1809,engine_idling
1813,engine_idling
1816,siren
1817,dog_bark
1818,air_conditioner
1819,air_conditioner
1820,jackhammer
1822,jackhammer
1825,drilling
1826,drilling
1827,siren
1828,engine_idling
1829,children_playing
1831,siren
1832,street_music
1834,dog_bark
1836,engine_idling
1837,siren
1839,drilling
1842,children_playing
1843,dog_bark
1847,drilling
1848,siren
1849,engine_idling
1850,children_playing
1854,drilling
1856,air_conditioner
1858,engine_idling
1863,siren
1864,air_conditioner
1866,dog_bark
1867,jackhammer
1868,drilling
1869,children_playing
1870,street_music
1871,jackhammer
1872,street_music
1873,jackhammer
1874,children_playing
1876,street_music
1877,children_playing
1879,siren
1881,dog_bark
1883,dog_bark
1886,siren
1889,children_playing
1890,siren
1891,dog_bark
1892,children_playing
1893,street_music
1895,children_playing
1896,siren
1897,children_playing
1899,siren
1901,street_music
1904,air_conditioner
1908,siren
1910,air_conditioner
1913,siren
1914,drilling
1916,engine_idling
1917,street_music
1918,drilling
1919,air_conditioner
1921,siren
1922,jackhammer
1924,engine_idling
1927,air_conditioner
1929,air_conditioner
1932,jackhammer
1933,siren
1935,engine_idling
1936,siren
1938,car_horn
1940,children_playing
1941,engine_idling
1943,air_conditioner
1944,engine_idling
1946,dog_bark
1948,children_playing
1949,drilling
1950,dog_bark
1952,jackhammer
1956,jackhammer
1957,car_horn
1958,siren
1960,dog_bark
1963,siren
1967,engine_idling
1968,children_playing
1970,air_conditioner
1971,street_music
1974,children_playing
1976,engine_idling
1977,engine_idling
1978,engine_idling
1980,air_conditioner
1982,siren
1986,car_horn
1987,drilling
1988,jackhammer
1991,engine_idling
1992,engine_idling
1994,siren
1996,jackhammer
1997,air_conditioner
1999,dog_bark
2001,dog_bark
2002,siren
2008,jackhammer
2010,siren
2013,engine_idling
2016,drilling
2017,jackhammer
2018,engine_idling
2019,siren
2020,street_music
2022,children_playing
2023,jackhammer
2025,jackhammer
2026,jackhammer
2028,children_playing
2029,siren
2031,air_conditioner
2037,children_playing
2038,dog_bark
2040,engine_idling
2043,engine_idling
2048,engine_idling
2049,street_music
2051,dog_bark
2054,drilling
2055,children_playing
2056,drilling
2057,car_horn
2063,air_conditioner
2064,siren
2066,children_playing
2067,air_conditioner
2070,jackhammer
2072,drilling
2073,children_playing
2078,air_conditioner
2082,siren
2083,siren
2084,dog_bark
2087,engine_idling
2091,drilling
2094,jackhammer
2095,street_music
2096,siren
2098,air_conditioner
2099,engine_idling
2101,air_conditioner
2102,street_music
2103,street_music
2104,dog_bark
2106,siren
2107,car_horn
2108,engine_idling
2113,car_horn
2116,air_conditioner
2117,drilling
2121,children_playing
2123,street_music
2124,children_playing
2125,air_conditioner
2127,dog_bark
2129,engine_idling
2132,engine_idling
2133,air_conditioner
2134,siren
2135,children_playing
2138,engine_idling
2139,jackhammer
2140,jackhammer
2141,siren
2142,jackhammer
2144,siren
2145,drilling
2148,siren
2149,engine_idling
2150,street_music
2152,street_music
2154,drilling
2156,street_music
2157,jackhammer
2160,air_conditioner
2162,jackhammer
2163,jackhammer
2168,dog_bark
2169,children_playing
2170,drilling
2171,drilling
2173,street_music
2174,street_music
2184,engine_idling
2185,drilling
2186,siren
2188,drilling
2191,dog_bark
2192,siren
2194,car_horn
2195,air_conditioner
2196,street_music
2197,street_music
2198,siren
2199,street_music
2200,air_conditioner
2206,siren
2209,street_music
2212,siren
2216,siren
2217,engine_idling
2218,children_playing
2219,children_playing
2220,jackhammer
2224,siren
2226,drilling
2228,children_playing
2230,drilling
2235,air_conditioner
2236,street_music
2237,engine_idling
2238,jackhammer
2240,siren
2241,street_music
2244,street_music
2247,air_conditioner
2249,engine_idling
2250,car_horn
2251,siren
2253,air_conditioner
2254,siren
2256,siren
2258,children_playing
2259,car_horn
2260,air_conditioner
2262,children_playing
2264,engine_idling
2269,drilling
2273,street_music
2275,children_playing
2277,dog_bark
2278,siren
2279,engine_idling
2282,engine_idling
2287,engine_idling
2290,street_music
2293,air_conditioner
2297,siren
2299,siren
2300,street_music
2301,children_playing
2303,dog_bark
2306,street_music
2307,children_playing
2308,air_conditioner
2309,engine_idling
2310,children_playing
2312,jackhammer
2313,drilling
2314,children_playing
2318,engine_idling
2319,children_playing
2323,air_conditioner
2324,dog_bark
2329,children_playing
2330,drilling
2332,street_music
2333,air_conditioner
2335,siren
2338,dog_bark
2339,children_playing
2340,jackhammer
2343,engine_idling
2344,engine_idling
2345,engine_idling
2347,engine_idling
2349,engine_idling
2351,siren
2353,drilling
2354,children_playing
2358,jackhammer
2360,children_playing
2363,siren
2364,jackhammer
2366,air_conditioner
2368,jackhammer
2369,air_conditioner
2371,engine_idling
2372,dog_bark
2373,dog_bark
2378,air_conditioner
2379,engine_idling
2382,drilling
2384,jackhammer
2386,siren
2388,drilling
2389,siren
2394,children_playing
2395,air_conditioner
2401,jackhammer
2402,jackhammer
2403,air_conditioner
2405,drilling
2408,engine_idling
2410,children_playing
2411,children_playing
2412,children_playing
2413,street_music
2415,children_playing
2416,jackhammer
2418,jackhammer
2420,jackhammer
2421,children_playing
2424,siren
2425,air_conditioner
2427,jackhammer
2428,street_music
2430,siren
2432,children_playing
2433,dog_bark
2438,street_music
2439,siren
2441,jackhammer
2443,engine_idling
2444,jackhammer
2446,dog_bark
2447,drilling
2448,dog_bark
2449,air_conditioner
2453,dog_bark
2454,engine_idling
2455,street_music
2456,drilling
2460,dog_bark
2461,drilling
2462,engine_idling
2463,siren
2464,children_playing
2465,children_playing
2466,drilling
2468,siren
2470,engine_idling
2473,siren
2474,street_music
2478,dog_bark
2480,engine_idling
2484,engine_idling
2485,engine_idling
2487,siren
2488,street_music
2489,dog_bark
2493,dog_bark
2494,engine_idling
2499,children_playing
2501,jackhammer
2503,jackhammer
2505,drilling
2506,jackhammer
2507,engine_idling
2509,siren
2510,air_conditioner
2511,jackhammer
2512,street_music
2513,air_conditioner
2516,siren
2517,drilling
2523,siren
2526,air_conditioner
2529,street_music
2531,street_music
2532,children_playing
2534,dog_bark
2536,dog_bark
2539,children_playing
2541,siren
2542,engine_idling
2543,street_music
2544,car_horn
2547,engine_idling
2548,car_horn
2549,street_music
2550,siren
2552,street_music
2553,dog_bark
2555,children_playing
2557,gun_shot
2558,dog_bark
2560,engine_idling
2564,engine_idling
2567,engine_idling
2568,siren
2569,street_music
2570,siren
2571,street_music
2572,air_conditioner
2573,siren
2574,street_music
2575,jackhammer
2576,dog_bark
2577,jackhammer
2578,jackhammer
2580,children_playing
2582,drilling
2584,children_playing
2585,jackhammer
2586,air_conditioner
2587,engine_idling
2588,street_music
2592,siren
2593,jackhammer
2594,air_conditioner
2595,dog_bark
2597,siren
2600,engine_idling
2601,siren
2603,dog_bark
2604,jackhammer
2605,air_conditioner
2608,air_conditioner
2610,children_playing
2612,air_conditioner
2613,jackhammer
2614,siren
2616,siren
2620,air_conditioner
2624,jackhammer
2625,jackhammer
2632,street_music
2634,engine_idling
2636,children_playing
2637,drilling
2639,drilling
2640,siren
2641,car_horn
2645,siren
2646,drilling
2647,car_horn
2648,street_music
2650,drilling
2651,engine_idling
2652,drilling
2653,children_playing
2657,siren
2658,jackhammer
2659,siren
2661,engine_idling
2662,air_conditioner
2664,siren
2665,children_playing
2666,siren
2668,engine_idling
2669,air_conditioner
2671,drilling
2674,air_conditioner
2676,air_conditioner
2678,dog_bark
2679,children_playing
2680,jackhammer
2682,drilling
2684,siren
2685,street_music
2686,car_horn
2687,siren
2689,engine_idling
2690,car_horn
2691,dog_bark
2695,engine_idling
2697,jackhammer
2699,children_playing
2702,street_music
2703,children_playing
2706,children_playing
2707,street_music
2709,children_playing
2710,dog_bark
2711,air_conditioner
2713,siren
2714,jackhammer
2717,dog_bark
2718,jackhammer
2721,car_horn
2722,dog_bark
2723,street_music
2725,dog_bark
2726,drilling
2732,dog_bark
2733,engine_idling
2738,engine_idling
2739,siren
2740,children_playing
2741,engine_idling
2744,jackhammer
2746,children_playing
2750,jackhammer
2751,engine_idling
2756,drilling
2757,street_music
2760,air_conditioner
2763,jackhammer
2766,siren
2769,street_music
2770,engine_idling
2771,siren
2773,children_playing
2774,street_music
2776,street_music
2779,children_playing
2781,street_music
2784,car_horn
2785,children_playing
2788,siren
2789,siren
2790,jackhammer
2791,dog_bark
2792,jackhammer
2794,siren
2795,jackhammer
2797,air_conditioner
2800,street_music
2801,air_conditioner
2802,air_conditioner
2805,drilling
2807,drilling
2808,children_playing
2811,street_music
2813,engine_idling
2815,siren
2819,siren
2824,children_playing
2825,jackhammer
2828,siren
2829,dog_bark
2830,children_playing
2831,street_music
2832,air_conditioner
2835,siren
2836,street_music
2840,dog_bark
2842,drilling
2846,dog_bark
2849,drilling
2850,dog_bark
2851,street_music
2854,siren
2855,engine_idling
2857,jackhammer
2858,children_playing
2862,air_conditioner
2863,dog_bark
2864,engine_idling
2865,dog_bark
2870,street_music
2871,engine_idling
2872,car_horn
2873,air_conditioner
2875,engine_idling
2878,air_conditioner
2881,siren
2884,siren
2887,siren
2889,siren
2891,siren
2892,street_music
2896,drilling
2898,street_music
2899,air_conditioner
2900,street_music
2901,children_playing
2902,engine_idling
2903,drilling
2907,air_conditioner
2909,drilling
2910,street_music
2911,engine_idling
2912,engine_idling
2913,jackhammer
2915,engine_idling
2918,drilling
2920,street_music
2921,siren
2922,dog_bark
2924,siren
2925,drilling
2926,siren
2928,air_conditioner
2929,air_conditioner
2931,dog_bark
2934,children_playing
2936,siren
2939,engine_idling
2940,air_conditioner
2942,drilling
2943,jackhammer
2944,air_conditioner
2945,engine_idling
2946,drilling
2951,drilling
2954,air_conditioner
2955,siren
2956,children_playing
2957,air_conditioner
2959,street_music
2960,siren
2961,air_conditioner
2962,street_music
2966,drilling
2969,dog_bark
2971,engine_idling
